title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Tianjin Minor Protection Regulations (2022 Revision),27.09.2022,city,Tianjin,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to protect minors' rights and privacy.,FALSE,3_local_regulations/天津市未成年人保护条例(2022修订)(FBM-CLI.10.5569081).txt,3_local_regulations,data protection
Chongqing Social Credit Regulations,27.05.2021,city,Chongqing,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information collection and protection.,FALSE,3_local_regulations/重庆市社会信用条例(FBM-CLI.10.4078419).txt,3_local_regulations,data protection
Shanwei City Optimization of Business Environment Regulations,06.11.2024,city,Shanwei City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],[],Regulations to enhance business environment.,FALSE,3_local_regulations/汕尾市优化营商环境条例(FBM-CLI.10.8190466).txt,3_local_regulations,data protection
Gansu Province Surveying and Mapping Management Regulations (2021 Revision),29.09.2021,provincial,Gansu Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates surveying and mapping activities.,FALSE,3_local_regulations/甘肃省测绘管理条例(2021修订)(FBM-CLI.10.4283550).txt,3_local_regulations,data protection
Guangzhou Data Regulations,29.11.2024,city,Guangzhou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data management and protection in Guangzhou.,TRUE,3_local_regulations/广州市数据条例(FBM-CLI.10.8464404).txt,3_local_regulations,data protection
"Regulations on the Protection of Ancient Buildings in Huizhou, Huangshan City",20.11.2017,city,Huangshan City,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/黄山市徽州古建筑保护条例(FBM-CLI.10.1423860).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Quality Regulations,27.04.2017,city,Shenzhen,TRUE,general,[],[],[],[],[],,FALSE,3_local_regulations/深圳经济特区质量条例(FBM-CLI.10.1273819).txt,3_local_regulations,data protection
Regulations on the Human Resources Market of Jiangsu Province,27.03.2025,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates human resources market activities.,FALSE,3_local_regulations/江苏省人力资源市场条例(FBM-CLI.10.8695715).txt,3_local_regulations,data protection
Zhejiang Province Minor Protection Regulations (2024 Revision),27.11.2024,provincial,Zhejiang Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,FALSE,3_local_regulations/浙江省未成年人保护条例(2024修订)(FBM-CLI.10.8044565).txt,3_local_regulations,data protection
Regulations on the Promotion of Intelligent Vehicle Networking Development in Suzhou,29.08.2023,city,Suzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Compliance Audits']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes intelligent vehicle networking and data protection.,FALSE,3_local_regulations/苏州市智能车联网发展促进条例(FBM-CLI.10.7214651).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Artificial Intelligence Industry Promotion Regulations,30.08.2022,city,Shenzhen,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates AI industry development and data protection.,FALSE,3_local_regulations/深圳经济特区人工智能产业促进条例(FBM-CLI.10.5536310).txt,3_local_regulations,data protection
Regulations on Social Credit in Xinjiang Uygur Autonomous Region,31.03.2024,provincial,Xinjiang Uygur Autonomous Region,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,TRUE,3_local_regulations/新疆维吾尔自治区社会信用条例(FBM-CLI.10.7441435).txt,3_local_regulations,data protection
Taiyuan City Tourism Regulations (2021 Revision),29.09.2021,city,Taiyuan,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Accommodation & Catering', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates tourism and data protection measures.,FALSE,3_local_regulations/太原市旅游条例(2021修订)(FBM-CLI.10.4284070).txt,3_local_regulations,data protection
Suzhou Safe Construction Regulations,25.08.2022,city,Suzhou,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/苏州市平安建设条例(FBM-CLI.10.5584880).txt,3_local_regulations,data protection
Regulations on the Human Resources Market of Jiangxi Province,26.03.2021,provincial,Jiangxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates human resources market activities.,FALSE,3_local_regulations/江西省人力资源市场条例(FBM-CLI.10.4066728).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Beijing Municipal People's Congress on Further Strengthening the Work of Public Interest Litigation by the People's Procuratorate,29.03.2024,city,Beijing,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Strengthens public interest litigation and data protection.,FALSE,3_local_regulations/北京市人民代表大会常务委员会关于进一步加强...(FBM-CLI.10.7438793).txt,3_local_regulations,data protection
Shanghai Consumer Rights Protection Regulations (2022 Revision),21.07.2022,city,Shanghai,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Wholesale & Retail Trade', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates consumer rights and data protection.,FALSE,3_local_regulations/上海市消费者权益保护条例(2022修订)(FBM-CLI.10.5486303).txt,3_local_regulations,data protection
