title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Guangzhou Data Regulations,2024-11-29,city,Guangzhou City,False,general,[],"['Security & Management', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates data flow, security, and cross-border transfers.",True,data_protection/3_local_regulations/广州市数据条例(FBM-CLI.10.8464404).txt,data_protection
Huangshan City Huizhou Ancient Architecture Protection Regulations,2017-12-20,city,Huangshan City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/黄山市徽州古建筑保护条例(FBM-CLI.10.1423860).txt,data_protection
Shenzhen Special Economic Zone Quality Regulation,2017-04-27,city,Shenzhen City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/深圳经济特区质量条例(FBM-CLI.10.1273819).txt,data_protection
Jiangsu Province Human Resources Market Regulation,2025-03-27,provincial,Jiangsu Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Impact Assessment', 'Incident Response & Notification']","['Leasing & Business Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates HR market with data protection and personal info safeguards.,False,data_protection/3_local_regulations/江苏省人力资源市场条例(FBM-CLI.10.8695715).txt,data_protection
Zhejiang Province Minor Protection Regulation (2024 Revision),2024-11-27,provincial,Zhejiang Province,False,sensitive,[],[],"['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' privacy and personal information rights,False,data_protection/3_local_regulations/浙江省未成年人保护条例(2024修订)(FBM-CLI.10.8044565).txt,data_protection
Suzhou Intelligent Connected Vehicles Development Promotion Regulation,2023-08-29,city,Suzhou City,False,sensitive,[],"['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Cross-Border Transfer']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Manufacturing', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes data security and privacy in intelligent vehicle networks,False,data_protection/3_local_regulations/苏州市智能车联网发展促进条例(FBM-CLI.10.7214651).txt,data_protection
Shenzhen Special Economic Zone Artificial Intelligence Industry Promotion Regulations,2022-08-30,city,Shenzhen City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes AI industry development with ethical and privacy principles,False,data_protection/3_local_regulations/深圳经济特区人工智能产业促进条例(FBM-CLI.10.5536310).txt,data_protection
Xinjiang Uygur Autonomous Region Social Credit Regulation,2024-03-31,provincial,Xinjiang Uygur Autonomous Region,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Manufacturing', 'Scientific Research & Technical Services', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services', 'Construction']","['Cross-Border Transfer', 'Parental Consent for Minors', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, use, and protection",True,data_protection/3_local_regulations/新疆维吾尔自治区社会信用条例(FBM-CLI.10.7441435).txt,data_protection
Taiyuan Tourism Regulations (2021 Revision),2021-09-29,city,Taiyuan City,True,general,[],[],"['Accommodation & Catering', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment']",[],[],,False,data_protection/3_local_regulations/太原市旅游条例(2021修订)(FBM-CLI.10.4284070).txt,data_protection
Suzhou City Peace Construction Regulations,2022-08-25,city,Suzhou City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/苏州市平安建设条例(FBM-CLI.10.5584880).txt,data_protection
Jiangxi Province Human Resources Market Regulation,2021-03-26,provincial,Jiangxi Province,False,general,"['Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']",['Security & Management'],['Leasing & Business Services'],[],"['Information Collection', 'Information Processing']",Regulates HR market activities and protects personal data,False,data_protection/3_local_regulations/江西省人力资源市场条例(FBM-CLI.10.4066728).txt,data_protection
Decision of the Standing Committee of the Beijing Municipal People's Congress on Further Strengthening Procuratorial Public Interest Litigation Work in Beijing,2024-03-29,city,Beijing City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/北京市人民代表大会常务委员会关于进一步加强...(FBM-CLI.10.7438793).txt,data_protection
Shanghai Consumer Rights Protection Regulation (2022 Revision),2022-07-21,city,Shanghai City,False,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Automated Decision-Making Transparency']","['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Accommodation & Catering', 'Culture, Sports & Entertainment']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects consumer personal information and rights in Shanghai,False,data_protection/3_local_regulations/上海市消费者权益保护条例(2022修订)(FBM-CLI.10.5486303).txt,data_protection
Xi'an Blood Donation Regulation,2024-10-23,city,Xi'an City,False,general,[],['Security & Management'],['Health & Social Work'],[],['Information Processing'],Regulates blood donation and protects donor personal information,True,data_protection/3_local_regulations/西安市献血条例(FBM-CLI.10.8042468).txt,data_protection
Guangdong Province Human Resources Market Regulation,2021-12-01,provincial,Guangdong Province,False,general,"['Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Leasing & Business Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']","Regulates HR market, protects personal data rights",False,data_protection/3_local_regulations/广东省人力资源市场条例(FBM-CLI.10.4782373).txt,data_protection
Decision of the Standing Committee of the Hubei Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation,2019-07-26,provincial,Hubei Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/湖北省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1531844).txt,data_protection
Liaoning Province Human Resources Market Regulation,2024-11-27,provincial,Liaoning Province,False,general,"['Erasure', 'Rectification']",['Security & Management'],['Leasing & Business Services'],[],['Information Processing'],Regulates HR market activities and personal data protection,False,data_protection/3_local_regulations/辽宁省人力资源市场条例(FBM-CLI.10.8047011).txt,data_protection
Sichuan Province Implementation Measures for the Anti-Terrorism Law of the People's Republic of China,2022-03-31,provincial,Sichuan Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Transportation, Storage & Postal Services', 'Accommodation & Catering']",[],"['Information Collection', 'Information Processing']",Regulates anti-terrorism data use and security measures,False,data_protection/3_local_regulations/四川省《中华人民共和国反恐怖主义法》实施办...(FBM-CLI.10.5055693).txt,data_protection
Measures for the Implementation of the Law of the People's Republic of China on the Protection of Minors in Guangxi Zhuang Autonomous Region (2017 Revision),2017-09-21,provincial,Guangxi Zhuang Autonomous Region,False,sensitive,[],[],"['Education', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights and sensitive data privacy,False,data_protection/3_local_regulations/广西壮族自治区实施《中华人民共和国未成年人...(FBM-CLI.10.1410569).txt,data_protection
